artist,song_title,lyrics
Cidinho e Doca,Eu Só Quero É Ser Feliz,"eu só quero é ser feliz\nandar tranquilamente na favela onde eu nasci, é\ne poder me orgulhar\ne ter a consciência que o pobre tem seu lugar\nfé em deus, dj\neu só quero é ser feliz\nandar tranquilamente na favela onde eu nasci, é\ne poder me orgulhar\ne ter a consciência que o pobre tem seu lugar\nmas eu só quero é ser feliz, feliz, feliz, feliz, feliz\nonde eu nasci, han\ne poder me orgulhar\ne ter a consciência que o pobre tem seu lugar\nminha cara autoridade, eu já não sei o que fazer\ncom tanta violência eu sinto medo de viver\npois moro na favela e sou muito desrespeitado\na tristeza e alegria aqui caminham lado a lado\neu faço uma oração para uma santa protetora\nmas sou interrompido à tiros de metralhadora\nenquanto os ricos moram numa casa grande e bela\no pobre é humilhado, esculachado na favela\njá não aguento mais essa onda de violência\nsó peço a autoridade um pouco mais de competência\neu só quero é ser feliz\nandar tranquilamente na favela onde eu nasci, han\ne poder me orgulhar\ne ter a consciência que o pobre tem seu lugar\nmas eu só quero é ser feliz, feliz, feliz, feliz, feliz\nonde eu nasci, é\ne poder me orgulhar\ne ter a consciência que o pobre tem seu lugar\ndiversão hoje em dia não podemos nem pensar\npois até lá nos bailes, eles vem nos humilhar\nfica lá na praça que era tudo tão normal\nagora virou moda a violência no local\npessoas inocentes que não tem nada a ver\nestão perdendo hoje o seu direito de viver\nnunca vi cartão postal que se destaque uma favela\nsó vejo paisagem muito linda e muito bela\nquem vai pro exterior da favela sente saudade\no gringo vem aqui e não conhece a realidade\nvai pra zona sul pra conhecer água de côco\ne o pobre na favela vive passando sufoco\ntrocaram a presidência, uma nova esperança\nsofri na tempestade, agora eu quero abonança\no povo tem a força, precisa descobrir\nse eles lá não fazem nada, faremos tudo daqui\neu só quero é ser feliz\nandar tranquilamente na favela onde eu nasci, é\ne poder me orgulhar\ne ter a consciência que o pobre tem seu lugar, eu\neu só quero é ser feliz, feliz, feliz, feliz, feliz\nonde eu nasci, han\ne poder me orgulhar, é\no pobre tem o seu lugar\ndiversão hoje em dia, nem pensar\npois até lá nos bailes, eles vem nos humilhar\nfica lá na praça que era tudo tão normal\nagora virou moda a violência no local\npessoas inocentes que não tem nada a ver\nestão perdendo hoje o seu direito de viver\nnunca vi cartão postal que se destaque uma favela\nsó vejo paisagem muito linda e muito bela\nquem vai pro exterior da favela sente saudade\no gringo vem aqui e não conhece a realidade\nvai pra zona sul pra conhecer água de côco\ne o pobre na favela, passando sufoco\ntrocada a presidência, uma nova esperança\nsofri na tempestade, agora eu quero abonança\no povo tem a força, só precisa descobrir\nse eles lá não fazem nada, faremos tudo daqui\neu só quero é ser feliz\nandar tranquilamente na favela onde eu nasci, é\ne poder me orgulhar\ne ter a consciência que o pobre tem seu lugar, é\neu só quero é ser feliz, feliz, feliz, feliz, feliz\nonde eu nasci, han\ne poder me orgulhar\ne ter a consciência que o pobre tem seu lugar\ne poder me orgulhar\ne ter a consciência que o pobre tem seu lugar\n"
Cidinho e Doca,Cheiro de Pneu Queimado,"cheiro de pneu queimado\ncarburador furado, o x9 foi torrado\neu quero contenção do lado\ntem tira no miolo e meu fuzil tá destravado (eu vou)\neu vou, quem for dispor, que venha\ne se bater de frente com nóis\n(é lenha)\neu vou, quem for dispor, que venha\ne se bater de frente com nóis\n(é lenha)\no vapor vai traficar, seja noite seja dia\ne se faltar na carga, então (é fria!)\nno pique da endola, é que a chapa esquenta\nquem tá dentro não sai! (e quem tá fora não entra)\nnão pode sair ninguém, não pode entrar ninguém\ntem que ficar, né? todo mundo\nenquanto não acabar os trabalho, ninguém se mexe\ndj, vai!\no bagulho aqui é sério, amor, arrebenta\no bonde é pesadão e não tem marcha lenta!\no bagulho aqui é sério, amor, arrebenta\no bonde é pesadão e não tem marcha lenta!\n(quem não se ligou, se liga)\ncheiro de pneu queimado\ncarburador furado, o x9 foi rasgado\neu quero contenção do lado\ntem tira no miolo e meu fuzil tá destravado (eu vou)\neu vou, quem for dispor, que venha\ne se bater de frente com nóis\n(é lenha)\neu vou, quem for dispor, que venha\ne se bater de frente com nóis\n(é lenha)\no vapor vai traficar, seja noite ou seja dia\ne se faltar na carga, então (é fria!)\nno pique da endola, é que a chapa esquenta\nquem tá dentro não sai (e quem tá fora não entra)\no bagulho aqui é sério, amor, arrebenta\no bonde é pesadão e não tem marcha lenta\no bagulho aqui é sério, amor, arrebenta\no bonde é pesadão e não tem marcha lenta\ntá ligado?\nessa aí é mais uma delas\na mais nova\nque tá rolando por aí\ndevagarzinho, certo?\n"
MC Daleste,Apologia,"matar os polícia é a nossa meta\nfala pra nóis quem é o poder\nmente criminosa, coração bandido\nsou fruto de guerras e rebeliões\ncomecei menor, já no 157\nhoje meu vício é roubar, profissão perigo\nespecialista, formado na faculdade criminosa\narmamento pesado, ataque soviético\né que esse é o bonde do mk porque\nquem manda aqui\né o 1p e 2c, fala pra nóis quem é o poder\nfala pra nóis quem é o poder\nse tu quer ouvir apologia, eu te apresento nosso arsenal\nak, pistola glock, g3, mini-uzi\n762 fundador parafal, a r15, a r baby magno macs\nfuzil holandês, mp5 762, semiautomática m16, ap colt\n190 galac torrents, meiota e 50\nespecialista em assaltos bancários\nformado na faculdade criminosa\nsub uzi, aim check, flatclonos, ponto 40\ntipo guerrilha, são paulo, sp, a grande capital é toda nossa\nmeu nome você quer saber\npra me denunciar pros verme da ***\nquer me rastrear e toma lá da cá, bate de frente, faz sua parte\né nóis que soma e nóis que tá\nforma de expressão pra mim não interessa\nestamos embrazado na mesma missão\nmatar os polícia é a nossa meta\nse tu quer ouvir apologia, eu te apresento\nnosso arsenal (ham), esse é o kit do mal\nfala pra nóis quem é o poder\nmatar os policia é a nossa meta\nfala pra nóis quem é o poder\nmente criminosa, coração bandido\nsou fruto de guerras e rebeliões\ncomecei menor já no 157\nhoje meu vício e roubar, profissão perigo\nespecialista, formado na faculdade criminosa\narmamento pesado, ataque soviético\né que esse é o bonde do mk\nporque quem manda aqui\né o 1 p e 2 c, fala pra nóis que é o poder\nfala pra nóis quem é o poder\nse tu quer ouvir apologia, eu te apresento nosso arsenal\numa ak, pistola glock, g3, mini-use\n762 fundador parafal, a r15, a r baby magno macs\nfuzil holandês, mp5 762, semiautomática m16, ap colt\n190 galac torrents, meiota e 50\nespecialista em assaltos bancários\nformado na faculdade criminosa\nsub use, aim check, flatclonos, ponto 40\ntipo guerrilha, são paulo, sp, a grande capital é toda nossa\nmeu nome você quer saber\npra me denunciar pros verme da d*\nquer me rastrear e toma lá, dá cá\nbate de frente, faz sua parte\né nóis que soma e nóis que tá\nforma de expressão pra mim não interessa\nestamos embraçado na mesma missão\nmatar os polícia é a nossa meta\nse tu quer ouvir apologia, eu te apresento\nnosso arsenal (ham), esse é o kit do mal\nse tentar, tu sai furado!\n"
MC Daleste,Mãe de Traficante,"o que leva um menino à vida do crime\nfalta de opção, uma grande ilusão\nplantando na boca pra virar patrão\naos 23 anos de idade assumiu a gerência\npor eficiência e se arriscando ganhou experiência\nsua mãe decepcionada não sabe o que faz\nmas já é conformada com o acontecido\ne disse oh, meu filho, não faça mais isso\npelo amor de deus, não me faça passar\npor onde não preciso, siga o meu exemplo\nsou trabalhadora, mas infelizmente não fiz faculdade\nfoi dias e noites, lutando e lutando\nmas tudo o que tenho com dignidade\nai que saudade daquele menino\ncorrendo, sorrindo com os olhos cheio de felicidade\nque decepção, meu filho traficante\nnão é como antes, hoje em seus olhos só vejo maldade\nlembro como fosse agora, um menino pequeno\ngordinho e moreno, correndo na rua e jogando bola\ncom o tempo ele foi crescendo e se envolvendo\ncom os maus elementos que sempre ficava\nna porta da escola\ne sua mãe com preocupação\nnão disse em vão, com grande aperto no seu coração\nagora você tem em sua cabeça, e nunca se esqueça\ndos meus conselhos e não faça eu passar\npor onde eu não mereça, e dê muito orgulho pra mim\npor que eu amo você e a cada dia mais você amadureça\nmas que cabeça fraca, foi indo de embalo nessa vida loca\ne começou a usar droga, na escola cabulava aula\npra dar um rolê com a rapaziada, essa era sua vida\nagora, se afundou no mundo do vício, endividado até o pescoço\nnão pagou desde o início, sem condição e condição\nhoje nada é mais como antes, virou desgosto para sua coroa\ndepois que virou traficante\nmeu deus, ai que saudade daquele menino\ncorrendo, sorrindo com os olhos cheio de felicidade\nque decepção, meu filho traficante\nnão é como antes, hoje em seus olhos só vejo maldade\nai que saudade, daquele menino\ncorrendo sorrindo com os olhos cheio de felicidade\nque decepção, meu filho traficante\nnão é como antes, hoje em seus olhos só vejo maldade\nfilho não se afunde na vida bandida, que não tem saída\nvocê tem família, com os erros dos outros você tem que aprender\ninfelizmente a realidade, estou me preparando para o pior\nvocê pode ser preso ou pode morrer\neu não quero seu mal, siga meus conselhos\npare pra pensar, porque amanhã pode ser tarde\nestou imaginando, já me sinto mal por onde se anda\ntem muita maldade\ncomo eu queria voltar no tempo, vendo suas fotos\ndaquele menino eu sinto saudades\nmeu deus, ai que saudade daquele menino\ncorrendo, sorrindo com os olhos cheio de felicidade\nque decepção, meu filho traficante\nnão é como antes, hoje em seus olhos só vejo maldade\nai que saudade daquele menino\ncorrendo sorrindo com os olhos cheio de felicidade\nque decepção, meu filho traficante\nnão é como antes, hoje em seus olhos só vejo maldade\neu fiz o que pude, eu fiz minha parte\nsua mente é seu guia, assim é a vida\neu te entrego nas mãos de deus\no destino aconteceu, era noite nublada\numa moto e dois caras já chegaram atirando\nsem perguntar nada\nmeu deus, ai que saudade daquele menino\ncorrendo, sorrindo com os olhos cheio de felicidade\nbrincando, pulando, jogando bola\nnas férias empinando pipa na laje\nai que saudade daquele menino\ncorrendo, sorrindo com os olhos cheio de felicidade\nque decepção, mais uma mãe que chora, a chuva se molha\nabraçando seu filho, vendo ele ir embora\nmeu deus, ai que saudade\na vida do crime não compensa, pare e pensa!\n"
MC Daleste,Nunca Vendeu Maconha (part. MC Yoshi),"o melhor dj de são paulo\nvocê sabe que é bom\nvem com nós fazer fumaça\nno mundodofunk.com\nnunca vendeu maconha\nnunca vendeu maconha\nnós fuma, fuma, nunca acaba\nmaloqueiro sem limite\nchega em casa na cara de pau\ne fala que tá com conjuntivite\nmas desculpa de aleijado é muleta\nmancada é levar um cego pro cinema\npra bolar vela de sete dias\nhaha, deu mó problema\ne depois de bolado virou fumaça\nsubiu pra cuca\nna quarta puxada, meu mano\neu juro que eu vi a xuxa\nsente o cheiro, fica na paz\ngaranto ser interessante\nna quinta puxada\nvi a lady gaga dançando funk\nque porra é essa?\ntô vendo outra alucinação\nna sexta puxada, vi o justin bieber\nbeijando a boca de um negão\nna sétima puxada\nmeus olhos vermelhos, fizeram zig-zag\ne eu me vi legalizando\njunto com a amy winehouse\nna oitava puxada\nnada mais fazia sentido\nvi a hebe camargo correndo pelada\ngritando: daleste, me dá um selinho!\nem cima de um bode colorido\nna nona vi outra coisa estranha\nroberto carlos cantando\ngosto mais do que lasanha\ne nessa hora do nada\ntava o pica pau, bob marley e o chaves\nfumando erva venenosa\ndo verdinho cannabis\nfiquei sussu de tabela\nnão quero mais minha mente sã\nvi o faustão se virando nos trinta\nde calcinha e sutiã\nnão aguentei\ne dei a décima puxada\nmais não vi alucinação\nporque caí da escada\ne lá no chão, olhando pro teto\nvi a chuva e a lua\na lua era lâmpada\ne as goteiras era chuva\nque loucura de pobre\npobre louco\nbebi só red bull pra amenizar\num quilo, uma vela de sete dias\ndemora uma semana pra acabar\nque loucura de pobre\npobre louco\nbebi só red bull pra amenizar\num quilo, uma vela de sete dias\ndemora uma semana pra acabar\ncada puxada foi uma brisa\ne cada loucura foi uma tragada\nvela de sete dias\nrendeu sete mil e 600 puxada\nquem disse que dinheiro\nnão cresce em árvore\nnunca vendeu maconha\nvem pro meu mundo\nque eu te ensino a gostar mais do que lasanha\nquem gosta, gosta\nquem não gosta, não conhece\no resto é moda, porque foda é\no yoshi e o daleste\ntô tranquilinho\nmas não tô sozinho\ncom os olhos vermelhinhos\nigual japoneizinho\nresponde pra mim\ncomo é que pode uma planta me deixar feliz\ncom o corpo anestesiado\nsentado na areia, eu fiquei tranquilinho\npois não é crime\nfica marolando o dia inteiro\nporque o verdadeiro crime\né roubar a brisa dos parceiro\ne para tudo\naumenta o volume\npra disfarçar nossa tabela\né chiclete de tutti fruti\npõe a juliet pra ficar chavoso\nai nós para o baile\ntem rolê, só convocando\nmeu nextel ferrari\no liga o daleste, o bob marley\ntambém o che guevara\nfaz neblina onde chega\ne deixa um rastro aonde passa\nesquadrilha da fumaça\nresussita, o verde manda\nquem disse que dinheiro\nnão cresce em árvore\nnunca vendeu maconha\nquem disse que dinheiro\nnão cresce em árvore\nnunca vendeu maconha\nvem pro meu mundo\nque eu te ensino a\ngostar mais do que lasanha\nquem gosta, gosta\nquem não gosta, não conhece\no resto é moda, por que foda\né o yoshi e o daleste\nque disse que dinheiro\nnão cresce em árvore\nnunca vendeu maconha\nvem pro meu mundo\nque eu te ensino a\ngostar mais do que lasanha\nquem gosta, gosta\nquem não gosta, não conhece\no resto é moda, por que foda\né o daleste e yoshi\nna décima primeira puxada\nconfesso pra vocês\neu vi o klismhan\nlambendo a perna do klebinho3\ne também vi o th\ncom os olhos vermelhinho\ncantando ""ai, se eu te pego""\ne mandando beijo pro fezinho\nhaha\nnunca vendeu maconha\nnunca vendeu maconha\n"
MC Daleste,Voz Estranha,"fumei tanto do verdinho\nque fiquei com a voz estranha\nadmiro quem não fuma\neu gosto mais do que lasanha\nas mina da quebrada ficam tudo me zoando\nmeus zóio é de japonês, mas a pegada é de africano\nsou tão louco que às vezes fico até meio engraçado\nfumo ate cair, quando eu caio eu fumo deitado\nnão saio com panicat, so com laricat\njuntei 4 lanches, um big, big, big mac\nde boné pra trás as cocotinhas entram em choque\nvagabundo nato com apenas 19\né só menino bom que tem problema na cabeça\nacenda um do verde e seus problemas já esqueça\no moleque é bolado, veja só o que acontece\nsabe quem vos fala? é o mc daleste\na polícia de são paulo está progredindo\nse proliferando, cada vez evoluindo\nantes no passado veja só o que acontece\nsó comia coxinha, hoje come big mac\n'big big big big big big mac'\nsó comia coxinha, hoje come big mac\nsabe quem tá falando? é o mc daleste!\nbeat box boladão é no sapatinho\nsalve para a produção, salve pet, moreninho\no anderson, djl\no moleque é bolado, então não aumenta o estresse\nos muleque é chapa quente, eu sou o daleste\num salve pros autêntico, autentiquete\ntá ligado, muleque zica, assim que procede\nna rima na hora, e se liga, não se ilude\nse tu gostou, clica em gostei, no youtube\nassim que é compartilha no twitter no facebook\ne assim que a porra toda se procede\ntu tá ligado que a humildade prevalece\ncom as menina, com os moleque\nzona sul ou zona oeste\ne da zona norte, também zona leste\ne assim que é\neu falo aqui na manha\nos moleque de são paulo\ngosta mais do que lasanha\n"
MC Daleste,"Mais Amor, Menos Recalque","esse é o papo do daleste\nesse é o papo do daleste\nmais amor, menos recalque nesse baile\nque eu vou de hornet, de amarok\n20 mil cruzeiros pra gastar\nmais amor, menos recalque\nsai do pé, morre pra lá\n7 com 7 é 14, mais 7 é 21\ndaleste mandou pro recalque\nvai tomar no (uuh)\nque eu vou de hornet, de amarok\n20 mil cruzeiros pra gastar\nmais amor, menos recalque\nsai do pé, morre pra lá\n7 com 7 é 14, mais 7 é 21\ndaleste mandou pro recalque\nvai tomar no (uuh)\nnão quero saber de nada\nnem quanto é, esse é meu lema\nsem patifaria, sai do meu pé\ndinheiro não é problema\nvai, desacreditou de mim\nhaha, agora segura\neu tô suave, você tá na pindura\nvocê só quis o meu mal\nme ver na pior e riu quando eu tropecei\nseu pesadelo tá de volta\nvocê tremeu quando eu cheguei\nda tua cara eu tenho nojo\n(dá tua cara eu tenho nojo)\nse uma palavra dói mais que um tapa\nessa te deixou de olho roxo\nvai se acostumando que eu cheguei para ficar\nporque daqui ninguém me tira\ne aqui é o meu lugar haha\npara de indireta pra mim\ncê quer que eu te dê ibope\nvaleu, mas não tô afim\na foto no meu instagram você curtiu sem querer\nfala mal, mas adora, curte o meu jeito de ser\nai, ai, não tenho dó, não tenho dó de zé mané\ne quando eu passo de nave, eles sempre tão a pé\nmais amor, menos recalque\neu vou de hornet, de amarok\n20 mil cruzeiros pra gastar\nmais amor, menos recalque\nsai do pé, morre pra lá\n7 com 7 é 14\ntá ligado que eu não brinco\nquem odeia um recalque\nabre a boca e dá um grito\n"
MC Daleste,Angra dos Reis,"eu sou daleste, cheguei, mas tô saindo fora\nvim chamar as tops, vem, mas só se for agora\nangra dos reis, 40 graus, eu quero baile funk\nde 1.100, rolê vai adiante!\neu sou daleste, cheguei, mas tô saindo fora\nvim chamar as tops, vem, mas só se for agora\nangra dos reis, 40 graus, eu quero baile funk\nde 1.100, rolê vai adiante!\nnão vem me dizendo wow, que dinheiro é problema!\nfaz por merecer, que eu faço valer a pena!\nmuleque bom haverá que faz investimento\nfinancia a ousadia e lucra com festa no apartamento\nsem caôzadinha, eu quero paz e money!\nse eles tiram onda, eu tiro tsunami!\nsom no último volume, zé povinho fica bravo\nnasci pra ser patrão, nunca vou virar funcionário\nno peão ali em angra fiz mais de 10 mil em compra\nde onde o cifrão vem não é da sua conta\ndodge journey, ou vestindo christian audigier\ndeixa os parça de escanteio e sobra espaço pra mais seis mulher\nsó as melhores bandidas são selecionadas\nse eu fosse sheik, com cada uma eu casava\ntou sem juízo, pois é, de rolex europeu\ndepois que eu gastei 10 mil, perguntaram quem sou eu\ntou sem juízo, pois é, de rolex europeu\ndepois que eu gastei 10 mil, perguntaram quem sou eu\neu sou daleste, cheguei, mas tô saindo fora\nvim chamar as tops, vem, mas só se for agora\nangra dos reis, 40 grau, eu quero baile funk\nde 1.100, rolê vai adiante\neu sou daleste, cheguei, mas tô saindo fora\nvim chama as tops, vem, mas só se for agora\nangra dos reis, 40 grau, eu quero baile funk\nde 1.100 rolê vai adiante\neu sou daleste, cheguei, mas tô saindo fora\nvim chama as tops, vem, mas só se for agora\nangra dos reis, 40 grau, rolê vai adiante\nde 1.100, eu quero baile funk\nnão vem me dizendo wow, que dinheiro é problema\nfaz por merecer, que eu faço valer a pena!\nmoleque bom haverá que faz investimento\nfinancia a ousadia e lucra com festa no apartamento\nsem caôzadinha, eu quero paz e money\nse eles tiram onda, eu tiro tsunami\nsom no último volume, zé povinho fica bravo\nnasci pra ser patrão, nunca vou vira funcionário!\nno peão ali em angra fiz mais de 10 mil em compra\nde onde o cifrão vem não é da sua conta\ndodger journey, ou vestindo christian audigier\ndeixa os parça de escanteio\nsobra espaço pra mais seis mulher\nsoy as melhores bandidas são selecionadas\nseu fosse sheik com cada uma eu casava\ntô sem juízo, pois é, de rolex europeu\ndepois que eu gastei 10 mil, perguntaram quem sou eu\neu sou daleste, cheguei, mas tô saindo fora\nvim chamar as tops, vem, mas só se for agora\nangra dos reis, 40 graus, eu quero baile funk\nde 1.100, rolê vai adiante\n"
MC Daleste,Em Teu Olhar,"em teu olhar vi meu destino\ne hoje é como eu quis\nvocê me fez amar\nme ensinou a ser feliz\nnas horas mais difíceis me ajudou a superar\nmeu anjo protetor, obrigado por estar\nao meu lado quando mais me sentia fraco\nte dou o teu valor e sou recompensado\na deus agradeço, hoje é como eu queria\ntendo você pra me abraçar em uma noite fria\nminha estrutura, meu guia é você e só você\na cada dia mais e mais não posso te perder\nmuitos problemas superados e outros virão\npela frente\npois terei minha recompensa, mas às vezes nem sempre\nserá tão fácil, mas prometo\nestarei sempre aqui, enfrentarei\nsei que você faria o mesmo por mim\nmeus pensamentos mudaram quando aprendi a amar\nnão é segredo se percebe vendo em meu olhar\njamais farei algo que possa nos deixar separados\nalguns tentou em vão, o amor falo mais alto\njá provei que te amo e não me canso em dizer\na vida não é tão boa se nela não tem você\nvou lutar, vou lutar, jamais vou desistir\nte dou o céu, te dou o mundo todo pra te ver feliz\no que faço por você, eu sou correspondido\ntendo o dobro ou dez vezes, mas te faço um pedido\ncontinue sempre assim dando orgulho pra mim\na nossa história de amor vai ter final feliz\nfoi bom ficar ao seu lado\nesse é o fim do nosso namoro\nadeus, aliança de prata, bem vida aliança de ouro\no que passou, passou\npassado é pra esquecer\neternamente, erica, eu amo você\nem teu olhar vi meu destino, e hoje é como eu quis\nvocê me fez amar, me ensinou a ser feliz\nas horas mais difíceis me ajudou a superar\nmeu anjo protetor obrigado por estar\nao meu lado quando mais me sentia fraco\nte dou o teu valor e sou recompensado\na deus agradeço, hoje é como eu queria\ntendo você pra me abraçar em uma noite fria\na deus agradeço, amor, vou te dizer\neternamente, erica, eu amo você\n"
MC Daleste,Verdadeira Namorada,"a vida não é tão boa\ncomo eu queria\nsem você pra me abraçar em uma noite fria\ntoda vez que fecho os olhos\npenso em estar do seu lado\nsentindo sua pele, vendo o seu olhar inexplicável\nmas infelizmente a noite chega estou aqui\nsozinho no meu quarto, sem você perto de mim\nse te magoei no passado, por favor me perdoa\neu não dei valor, vacilei, te machuquei à toa\nhoje sinto, agora sei, tudo o que eu fiz de errado\nquase te perdi, mas vamos esquecer o passado\nestou falando o que eu sinto, você pode não acreditar\ncom você eu mudei, com você aprendi a amar\nvárias pedras no caminho tentando nos parar\nmas deus é bom, me deu forças pra continuar\nestar do seu lado dia após dia\nparo, penso e me pergunto será que eu merecia?\njá pratiquei o mal, consciente, sei o que fiz\nsentia prazer em ver o sofrimento, olhar e ser capaz de rir\npor isso me pergunto por que estou com você\nvárias pessoas machuquei\nserá que é a minha vez de sofrer?\nnessa vida eu errei\nnão me arrependo de nada\nporque aqui se faz e aqui que você paga\nhoje não sou prostituto, moleque piranha, porque sou fiel\ntenho minha namorada uso aliança ao invés de anel\nnão tenho do que reclamar do jeito que você me trata\nnos momentos bons e ruins, a verdadeira namorada!\nestou desabafando tudo o que tenho vontade de dizer\nolha dentro dos meus olhos, érica, amo você\ne que a nossa historia continue por muitos tempos\nbrigas inevitáveis que levam aos nossos maus momentos\nmas assim que aprende, tem que cair pra levantar\nsozinho é mais difícil, tenho você pra me acompanhar\no que sinto por você jamais senti por ninguém\ndessa vez me envolvi, meu coração é seu refém\nmas não posso me iludir, tudo tem sua hora\nseja o que deus quiser, olha bem com quem você namora\nsó que no meu caso não preciso me preocupar\nconfio e confirmo, sei quem escolhi pra amar\na vida não é tão boa\ncomo eu queria\nsem você pra me abraçar em uma noite fria\ntoda vez que fecho os olhos\npenso em estar do seu lado\nsentindo sua pele, vendo o seu olhar inexplicável\nmas infelizmente a noite chega estou aqui\nsozinho no meu quarto, sem você perto de mim\nse te magoei no passado, por favor me perdoa\neu não dei valor, vacilei, te machuquei à toa\nhoje sinto, agora sei, tudo o que eu fiz de errado\nquase te perdi, mas vamos esquecer o passado\na vida não é tão boa como eu queria\nsem você pra me abraçar em uma noite fria\ntoda vez que fecho os olhos\npenso em te dizer o quanto você é linda\nérica, eu amo você!\n"
MC Livinho,Pressentimento (part. Gaab),"eu vivo em todo lugar\nsei bem como o mundo tá\nmilhões de pessoas, trilhões de desejos\né um risco se apaixonar\nmas te vi e quis te conhecer\nquando eu sinto, eu sinto, não dá pra entender\ntroca de energia entre eu e você\nfaz por onde que eu faço valer\npressentimento bom\nentrou na minha mente tipo esse som\nteu beijo é tão bom\né gosto doce que causa alucinação\npressentimento bom\nseu beijo doce que causa\nseu beijo é tão bom\né gosto doce que causa alucinação\né gosto doce\né gosto doce que causa alucinação\nalgumas coisas não são pra entender\nsimplesmente vou viver\ne o que eu quero é você\nseu beijo doce me fez perceber\nque nada lá fora vai me fazer bem como você\ncomo você\nmas te vi e quis te conhecer\nquando eu sinto, eu sinto, não dá pra entender\ntroca de energia entre eu e você\nfaz por onde que eu faço valer\npressentimento bom\nentrou na minha mente tipo esse som\nseu beijo é tão bom\né gosto doce que causa alucinação\npressentimento bom\nentrou na minha mente tipo esse som\nseu beijo é tão bom\né gosto doce que causa alucinação\né gosto doce\né gosto doce que causa alucinação\né gosto doce\né gosto doce que tá causando alucinação\né gosto doce, é gosto doce\né gosto doce, é gosto doce\né gosto doce, é gosto doce\né gosto doce\n"
MC Livinho,Rebeca (part. Maejor e Gerex),
MC Livinho,Pilantragem,"é o dj perera original\ngabriel do borel produziu, explodiu, bum\ntudo dando errado, eu saí\nfui pôr a cabeça no lugar\nrestaurante lá na sul, parei\ne quando eu notei\nminha boca começou a secar\nveio ela me cumprimentar\nem meu ouvido sussurrou\ndois mil, eu vou\nsabe a cara de sem graça?\nfoi a que eu fiquei, paisagem\npedi pra sentar de graça\nela me xingou, pilantragem\nsabe a cara de sem graça?\nfoi a que eu fiquei, paisagem\npedi pra fazer na faixa\nela me xingou, pilantragem\ndá uma sentada de graça, dá uma quicada de graça\ndá uma mamada de graça, safada\nse estiver muito estressada, por favor não cobra nada\ndá uma sentada que passa\ndá uma sentada de graça, dá uma quicada de graça\ndá uma mamada de graça, safada\nse estiver muito estressada, por favor não cobra nada\ndá uma sentada que passa\ndá uma sentada de graça, dá uma quicada de graça\ndá uma mamada de graça, safada\nse estiver muito estressada, por favor não cobra nada\ndá uma sentada que passa\né o dj perera original\ngabriel do borel produziu, explodiu, bum\ntudo dando errado, eu saí\nfui pôr a cabeça no lugar\nrestaurante lá na sul, parei\ne quando eu notei\nminha boca começou a secar\nveio ela me cumprimentar\nem meu ouvido sussurrou\ndois mil, eu vou\nsabe a cara de sem graça?\nfoi a que eu fiquei, paisagem\npedi pra sentar de graça\nela me xingou, pilantragem\nsabe a cara de sem graça?\nfoi a que eu fiquei, paisagem\npedi pra fazer na faixa\nela me xingou, pilantragem\ndá uma sentada de graça, dá uma quicada de graça\ndá uma mamada de graça, safada\nse estiver muito estressada, por favor não cobra nada\ndá uma sentada que passa\ndá uma sentada de graça, dá uma quicada de graça\ndá uma mamada de graça, safada\nse estiver muito estressada, por favor não cobra nada\ndá uma sentada que passa\ndá uma sentada de graça, dá uma quicada de graça\ndá uma mamada de graça, safada\nse estiver muito estressada, por favor não cobra nada\ndá uma sentada que passa\né o dj perera original\n"
MC Livinho,Hoje Eu Vou Parar Na Gaiola (part. Rennan da Penha),"hoje, no baile da penha, o que vai rolar?\nsó putaria pra essas menina dançar\nos amigo já tão cada um com a sua missão\ntraz o lança, que eu já tô com o meu copão na mão\nhoje, eu vou parar na gaiola\nficar de marola\nsenta pro chefinho do jeitinho que ele gosta\nvai ficar chapada e vai voltar depois das hora\ntoma, toma, toma, toma\ntoma, sua gostosa\ntoma, toma, toma, toma\ntoma, sua gostosa\nhoje, eu vou parar na gaiola\nficar de marola\nsenta pro chefinho do jeitinho que ele gosta\nvai ficar chapada e vai voltar depois das hora\ntoma, toma, toma, toma\ntoma, sua gostosa\ntoma, toma, toma, toma\ntoma, sua gostosa\n"
MC Livinho,Se Prepara 2 (part. MC Pedrinho),"(vai começar a putaria)\n[mc livinho]\nse prepara, que eu vou te botar\nse prepara, toda pra sentar\né só uma entrada mas eu não vim pra ficar \nsó uma entrada pra dizer passei por lá\nse prepara\nquem sou eu\nsou o brabo que passou e ela escolheu \nmelhor nunca vai achar e o foda é eu\ntá apaixonada num pedaço meu\n[mc pedrinho]\nse prepara que eu vou te botar\nse prepara que eu vou te botar\nse prepara toda pra sentar \no pedrinho cresceu e não tem quem me segurar\nhoje nóis bota um pouco elas não pede pra parar\né só uma entrada que o pedrinho vai botar\né só uma entrada que o livinho vai botar \nse prepara que eu vou te botar\nse prepara toda pra sentar\nvai começar a putaria\n"
