artist,song_title,lyrics
MC Brinquedo,Roça Roça 2,"olha a novinha que não me queria\ne hoje ela quer, quer, quer\nque eu vim da roça\nmas venci na vida\ne não to a pé, né, né\ninteresseira colou do meu lado\npra ver qual que é, é, é\nsó não se apega\nque nóis tá o placo\nfugueta e mete o pé\nsó não se apega\nque nóis tá o placo\nfugueta e mete o pé\né que agora novinha me quer\npor que eu virei morador da cidade\né que agora novinha me quer\npor que eu virei morador da cidade\nela roça na minha\nroça, roça, roça com vontade\nela roça na minha\nroça com vontade\nela roça na minha\nroça com vontade\nroça, roça, roça com vontade\nroça, roça, roça com vontade\nolha a novinha que não me queria\ne hoje ela quer, quer, quer\nque eu vim da roça\nmas venci na vida\ne não to a pé, né, né\ninteresseira colou do meu lado\npra ver qual que é, é, é\nsó não se apega\nque nóis tá o placo\nfugueta e mete o pé\nsó não se apega\nque nóis tá o placo\nfugueta e mete o pé\né que agora novinha me quer\npor que eu virei morador da cidade\né que agora novinha me quer\npor que eu virei morador da cidade\nela roça na minha\nroça, roça, roça com vontade\nela roça na minha\nroça com vontade\nela roça na minha\nroça com vontade\nroça, roça, roça com vontade\nroça, roça, roça com vontade\nolha a novinha que não me queria\ne hoje ela quer, quer, quer\nque eu vim da roça\nmas venci na vida\ne não to a pé, né, né\ninteresseira colou do meu lado\npra ver qual que é, é, é\nsó não se apega\nque nóis tá o placo\nfugueta e mete o pé\nsó não se apega\nque nóis tá o placo\nfugueta e mete o pé\né que agora novinha me quer\npor que eu virei morador da cidade\né que agora novinha me quer\npor que eu virei morador da cidade\nela roça na minha\nroça, roça, roça com vontade\nela roça na minha\nroça com vontade\nela roça na minha\nroça com vontade\nroça, roça, roça com vontade\nroça, roça, roça com vontade\nolha a novinha que não me queria\ne hoje ela quer, quer, quer\nque eu vim da roça\nmas venci na vida\ne não to a pé, né, né\ninteresseira colou do meu lado\npra ver qual que é, é, é\nsó não se apega\nque nóis tá o placo\nfugueta e mete o pé\nsó não se apega\nque nóis tá o placo\nfugueta e mete o pé\né que agora novinha me quer\npor que eu virei morador da cidade\né que agora novinha me quer\npor que eu virei morador da cidade\nela roça na minha\nroça, roça, roça com vontade\nela roça na minha\nroça com vontade\nela roça na minha\nroça com vontade\nroça, roça, roça com vontade\nroça, roça, roça com vontade\n"
MC Brinquedo,Demais  (part. MC Kevin e Thiago),"[mc brinquedo]\nela é gata ela é gata cê é foda né vida\nporra, ainda mais quando eu tô chapadão\nfico só brisando em você \ngata pra caralho que menina demais\nvai coisa lindona senta no colo do pai\ncorre lá em casa pro cê vê como que faz\nvem com calma pra não machucar o rapaz\ngata pra caralho que menina demais\nvai coisa lindona senta no colo do pai\ncorre lá em casa pro cê vê como que faz\nvem com calma pra não machucar o rapaz\ntoda vez que você aparece me trás uma paz\ntipo a do beck que eu acabei de fumar\nque eu acabei de fumar\né uma brisa tipo anestesia \neu fico louco quando tu desce \ncom a bunda sem parar com a bunda sem parar\nsonho daqueles de muleque quem vive se perde\ncoisa mais linda é te controlar \ncoisa mais louca é ver tu jogar\neu já vivi então esquece outro dia tu brota aparece\ncola pra gente resenhar que com saudade talvez eu vou tá\n[mc kevin]\nroça sua pele na minha \nfaz uma cota que eu quero você \nhoje eu te quero todinha \nse sou um louco vou te enlouquecer \nsenta na minha ponto 30\nrebola gostosa que eu vi na tv\nnessa imagem mais linda\nde perto a minha missão é te ter \nte deixar arrepiada toma tapa tá marcada \nnas bundas minha palma de uma surra bem tomada\nquer bolsa importada louis vuitton gc e prada\ne assim tem mais graça repara não é de graça \nte deixar arrepiada toma tapa tá marcada \nnas bundas minha palma de uma surra bem tomada\nquer bolsa importada louis vuitton gc e prada\ne assim tem mais graça repara não é de graça \ndei apartamento eu dei evoke \njoga a bunda quem te deu silicone \nsó de porsche eu de porsche malone\nsó de silicone no meu microfone\ndei apartamento eu dei evoke\njoga a bunda quem te deu silicone \nsó de silicone no meu microfone \n[mc brinquedo]\ngata pra caralho que menina demais\nvai coisa lindona senta no colo do pai\ncorre lá em casa pro cê vê como que faz\nvem com calma pra não machucar o rapaz\ngata pra caralho que menina demais\nvai coisa lindona senta no colo do pai\ncorre lá em casa pro cê vê como que faz\nvem com calma pra não machucar o rapaz\n[thiago]\ncola em casa bitch \nqualquer que eu te mostro como que se faz\nnão tem calma ela quica forte \n[?] sem bater a nave \nnão tem problema só atendo as morena\nno meu banco de tras \neu tenho umas droga também eu sei que cê gosta\nelas me deixam em paz \nela é enjoada nunca aprende \nsempre acompanhada chamando as amiga\ntanta modelo parece um desfile \ntapa na bunda enquanto ela empina\nquer meu din minhas droga [?]\nmais que minhas gramas sua bunda é um vício \nnão passa desse ano vou ficar muito rico\nnão quero o seu cash já tenho o meu comigo\na vitória é nossa não vou mentir eu sinto \nnegatividade eu tô longe disso\n[mc brinquedo]\ngata pra caralho que menina demais\nvai coisa lindona senta no colo do pai\ncorre lá em casa pro cê vê como é que faz\nvem com calma pra não machucar o rapaz\ngata pra caralho que menina demais\nvai coisa lindona senta no colo do pai\ncorre lá em casa pro cê vê como é que faz\nvem com calma pra não machucar o rapaz\n"
MC Brinquedo,Deus do Impossível,eu sei\ndeve tá imaginando como eu cheguei\neu perseverei não desanimei\nfácil nunca foi mais eu batalhei conquistei\nsem pisar em ninguém\ndeus lá de cima se orgulha de mim\npersisti fui além\nmesmo vários zombando￼ quando eu cai\ndeu pra vê quem é quem\nquando faltou o dim eu vi vários sumir\nmais ainda bem\nque só os de verdade ficaram aqui\npassei a entender que o impossível\né só questão de opinião\neu tenho deus do impossível\npra qualquer situação\nmaloqueiro sou do gueto\nraiz forte não dá falha\nmissão dada é cumprida\npela família eu tô na bala\ne o impossível\né só questão de opinião\neu tenho deus do impossível\npra qualquer situação\nmaloqueiro sou do gueto\nraiz forte não dá falha\nmissão dada é cumprida\npela família eu tô na bala\n
MC Brinquedo,Coisa Rara,brinquedo nessa levada é coisa rara\nvila natal é minha comunidade\npensei em falar várias parada\nmas só vou citar nessa porra as verdades\nquando você cai você vê quem é quem\nda pra analisar quem quer seu bem\nhoje meu sorriso são poucos que tem\nsei que vários era uma nota de 100\neu sei quem tava comigo\ne quem tá comigo por quem eu sou\ntambém sei quem gosta do vinícius\ne quem fechou comigo vai ter mó valor\nsou mais um louco longe da perfeição\nque acreditou nas canção do mc lon\ne nas quebrada nóis virou inspiração\ngostando ou não gostando nós faz parte dos monstrão\nessa é a vida essa é a vida\nvocê vale o que tem nessa estrada fria\nessa é a vida essa é vida\nos que pagavam de verdade eu vi que tudo era mentira\nessa é a vida essa é a vida\nvocê vale o que tem nessa estrada fria\nessa é a vida essa é vida\nos que pagavam de verdade eu vi que tudo era modinha\nessa é a vida essa é a vida\nvocê vale o que tem nessa estrada fria\nessa é a vida essa é vida\nos que pagavam de verdade eu vi que tudo era mentira\n
MC Brinquedo,Pega Na Minha e Balança,aqui na cidade alta vou te ensinar a nova dança\npega na minha e balança\nbota na boca e mama\nta mamando bem\naqui na cidade alta vou te ensinar a nova dança\npega na minha e balança\nbota na boca e mama\nta mamando bem\naqui na cidade alta vou te ensinar a nova dança\npega na minha e balança\nbota na boca e mama\nta mamando bem\n
MC Brinquedo,Complexo,"eu não vou dizer igual um montão\neu não tive escolha\neu tive várias escolha mas eu gostei da vida bandida\nos cria avançando os alemão recua\npiranha e carvão, só prata vida boa\né bico pra caralho, a boca vende bem\neles tentando ter o que nossa firma tem\nperfume importado atraindo as novinhas\ntrajado bem armado, não tem quem perde a linha\na ideia é manter, nós é porra louca\nse pá nos puxa o pino e explode a porra toda\ncopo de água de band erva só skunk\nde carreta blindada na favela ouvindo funk\ncordão de ouro branco, só peça foda\ne pra combinar vai me avistar de jordan\nganhei um presente hoje não deu pra recusar, chegou duas gostosa lá de bh\nmenagé diferente as tcheca tá no cio\nsaiu de outro estado pra brotar aqui no rio\ndiz aí qual vai ser, convoca pro rolê meu bem\naquela de raça, aqui no complexo\nfumando com a tropa e zuando com o trem\ndiz aí qual vai ser, nós tá no contato\namor é papel, casa é motel\ne o nosso inimigo é os alemão safado\ndiz aí qual vai ser, convoca pro rolê meu bem\naquela de raça, aqui no complexo\nfumando com a tropa e zuando com o trem\ndiz aí qual vai ser, nós tá no contato\namor é papel, casa é motel\ne o nosso inimigo é os alemão safado\n"
MC Rodson,Fé Em Deus,oi nessa vida que nós leva é só do bom e do melhor fé em deus\nnós já tivemos na pior\nquem vê nós assim não sabe nem oque nos passou\npois a nossa meta aqui é da valor para os morador\nnós aqui tá tranquilão\nsei que nos tiver daqui eles de lá não brota não\nnós tá de lazer\nas criancinha tudo escutando rd\né só nos multiplicar\nnós é muita atividade que é para nada desandar\n(americano tranquilão passou luz\nfoi lá de dentro do pretão)\nnós tá de lazer as criancinhas tudo escutando rd\noi nessa vida que nós leva é só do bom e do melhor fé em deus\nnós já tivemos na pior\nquem vê nós assim não sabe nem oque nos passou\npois a nossa meta aqui é da valor para os morador\nnós aqui tá tranquilão\nsei que nos tiver daqui eles de lá não brota não\nnós tá de lazer\nas criancinha tudo escutando rd\né só nos multiplicar\nnós é muita atividade que é para nada desandar\n(americano tranquilão passou luz\nfoi lá de dentro do pretão)\nnós tá de lazer as criancinhas tudo escutando rd\n
MC Rodson,Passei Em Macaé,"passei em macaé\nninguém acreditou\nas crianças com as meninas até fotinha elas tirou\na vida to levando\ndeus que ta me ajudando\nsei que nessa caminhada\nele lá em cima ta olhando\nna linha só tem linda\nlagomar mais ainda\nno barreto é so princesa\ne as menina perde a linha\ne daqui tô suave\nmulher tem a vontade\nnh lá no p.u nos fica só de sucessagem\nas meninas jogando\nos mano ta gostando\nsei que nessa caminhada\nele lá em cima ta olhando\npassei por rio bonito,\nniterói, tudo isso.\ne nessa virada linda elas perde a linha\ne caso que rolar\nrecuar não e marcar\no presente que eu te dou\nmenina pode ate ganhar\no pai só porta ouro, com dinheiro no bolso\nquem vê nois assim fortão já fala: ""bagulho e louco""\nnego fica ligado, até para do lado\ne no que acontecer mtb assina embaixo\nld putaria\nbuceta todo dia\ne nessa virada linda, elas perdem a linha\nwhisky com red bull,\nmarula tem pra tu\nas menina que chegarem pode sentar no piru\nsheik só nos contatos\ncheio de mulher do lado\ne no que acontecer o mano c...\ne caso que rolar\nrecuar não e marcar\no presente que eu te dou\nmenina pode ate ganhar\no pai só porta ouro, com dinheiro no bolso\nquem vê nois assim fortão já fala: ""bagulho e louco""\nnego fica ligado, até para do lado\ne no que....\ne do menor bt\ndeu nem pra entender\numa coisa tão sinistra\nque é difícil de entender\nfica, fica ligado\nque nois tá no pedaço\no bagulho ta maneiro\ne nois daqui é tudo brabo\njovem, jovem rn\nsó cara de novão\nmas a mente é criminosa\nos mano vem de mó tempão\npassei em macaé\nninguém acreditou\nas crianças com as meninas até fotinha elas tirou\na vida to levando\ndeus que ta me ajudando\nsei que nessa caminhada\nele lá em cima ta olhando\n"
MC Brinquedo,"Set DJ Luan MPC (part. MC Bruninho da Praia, MC Kevin, MC Vulgo FK, MC VK, MC Kawe, MC Biel Cash, MC 7Belo, MC Levi, MC Dena e MC KayBlack)","(mc brinquedo)\nela sabe o que quer\nsabe da mulher que é\nescolhe o maloca que quer se envolver\nsabe que é gostosa e anda na moda\nela desce no chão só pra você ver\nmuito linda é ela\nela para favela\nquando ela passar de vestido colado\nmuito independente sempre sorridente\nfazendo todas recalcada cair do salto\nsou da vila natal quebrada 1000 grau\naonde lá eu tenho meus amigo de infância\nsem pensamento mal só pensando legal\neu amo o jeito que essa moça balança\n(mc bruninho da praia)\nmeu som é coisa de bandido\nroubei a mente da sua filha\nhoje ela tá comigo\ne sonho em construir família eu vou te dar o céu\nmesmo sem sair da terra e te mostra\nque existe mais felicidade na favela\ne te mostra que existe mais felicidade\ne vou mostra que existe felicidade\ne ela sabe do poder que o maloqueiro\ntem de dominar seu coração\ne esse é o seu jeito de viver\nonde chegar para tudo e chega chamando atenção\nfavelado de plantão dos maloqueiros que embrasa\naonde chegar para tudo e já vem chama elas pra casa\nnos beat do luan e do nenê que é relíquia\nnos chega no ao vivo e sabe que os moleque é mídia\ne ela sabe do poder que o maloqueiro tem de dominar seu coração\ne esse é seu jeito de viver onde chega\npara tudo e chega chama atenção\n(mc kevin)\nvou dar uma atenção da hora pra essa dama\nna letra que eu cantar agora e que te encantar\nmas vem com calma, sou maloqueiro e não aturo certas coisas\num dia ganho outro perde e ela continua solta\nbolo o beck passo fumaça pela sua boca\neu amo e gosto de ver você sentando bem louca\nmc kevin um artista, vi meu nome na sua toca\nnão sou um mlk mais viro um mlk pra essa moça\nse fui embora bye não te trago problema\ne você problema pra mim não traz\ne agora engole vai\ndesse redondo o gosto da inveja que ela sente do pai\nse fui embora bye não te trago problema\ne você problema pra mim não traz\ne agora engole vai\ndesse redondo o gosto da inveja que ela sente do pai\nnos exalta ela é não cai na dela\neu vim da favela monta na magrela\nfui busca a peça a porra da peça\npor que de noite vai ter ideia\nideia comigo\neu não sou um bandido\nmas viro um bandido\nquando eu te digo\nque se eu te ligo\nnão sou um inimigo\nsou um amigo\nsou um perigo\n(vulgo fk)\ne ela sabe do poder\njogar na cara do artista rebolando me conquista\nsó pra me ver\nela vai jogando a bunda de um jeito que me hipnotiza\ne ela sabe do poder\njogar na cara do artista rebolando me conquista\nsó pra me ver\nela vai jogando a bunda de um jeito que me hipnotiza\n(mc vk)\nse quer um cheiro, amasso um beijo, abraço, um love um trago\ntu gosto do meu jeito largado\nsincero no papo e cheio de placo\nme dá mais 5 minutos pra não sair do seu lado\nvem cá já pode desce do salto\nque aprendi joga seu jogo\ntipo a 10 do campeonato\nque chato\nvocê se envolveu com cara errado\nque roubou o seu coração e te deixou de lado\nmalandra na trama ao mesmo tempo dama\nela engana desanda\ndesmanda, só manda\ntipo que quebra a cama\n(biel cash)\njá mandei joga a tava por eu sei que você gosta\no kit da versace fez ela se impressionar\ndisse pra não se apega, você levou na brincadeira\ndesculpa mais não caio, nesse conta da sereia\njá to acostumado mexe a bunda pra agradar\ncom a intenção de ir pra casa e resolver tudo lá\nela quer minha atenção, ela quer meu coração\nmais pra me agradar e só mexe com bundão\nela quer minha atenção, ela quer meu coração\njá tá interessada pra subir no garupão\n(vulgo fk)\ne ela sabe do poder\njogar na cara do artista rebolando me conquista\nsó pra me ver\nela vai jogando a bunda de um jeito que me hipnotiza\ne ela sabe do poder\njogar na cara do artista rebolando me conquista\nsó pra me ver\nela vai jogando a bunda de um jeito que me hipnotiza\n"
MC Rodson,O Dinheiro Move o Mundo,"é que o dinheiro move o mundo\né por isso que o mundo tá perdido\no perdido saiu a procura de se encontrar\ne se encontrou dentro do olhar do seu filho\nacende o fino e traga até a última ponta\neu queria fazer de conta que nada disso é real\nnão é qualquer um que passa a 200 tirando onda\ne limita ela toda a favela toda no gral\nse foda toda hipocresia daqueles que atiram pedra\ne se vagabundo não presta ele vai te fazer sofrer\nmaloqueiro, irresponsável, artista malandriado\ne um dia esse revoltado ainda vai te surpreender\ne quando esse dia chegar você vai te que aceitar\nque deu certo o plano de um louco sem a dor\nquando eu ver ela passar eu só vou poder chorar\nporque que eu fui desperdiçar o seu amor\no dinheiro move o mundo\né por isso que o mundo tá perdido\no perdido saiu a procura de se encontrar\ne se encontrou dentro do olhar do seu filho\n"
MC Rodson,Tô de Boa,mas só que a mina é muito linda\ne logo assim cheio de malote sentada perto de mim\ntô de boa na sucessada\num belo dia eu sabia que ia girar\nmas pode até falar de mim\ntô nem ai\nquanto mais fala meu cavalo anda aqui\nmó parada na sucessada\num belo dia eu sabia que ia girar\nmas só que a mente é talentosa\ne logo assim cheio de malote sentada perto de mim\ne tô de boa na sucessada\num belo dia sabia que ia girar\nmas a bagaça tá no bolso e tá gostoso\ntô marolando curtindo um bagulho novo\ntô de boa na sucessada\num belo dia eu sabia que ia girar\nmas pode até falar de mim\ntô nem ai\nquanto mais fala meu cavalo anda aqui\nmas só que a mina é muito linda\ne logo assim cheia de malote sentada perto de mim\ntô de boa na sucessada\num belo dia eu sabia que ia girar\nmas pode até falar de mim\ntô nem ai\nquanto mais fala meu cavalo anda aqui\ne mó parada na sucessada\num belo dia eu sabia que ia girar\nmas só que a mente é talentosa\ne logo assim cheia de malote sentada perto de mim\ne tô de boa na sucessada um belo dia sabia que ia girar\nmas a bagaça tá no bolso e tá gostoso\ntô marolando curtindo bagulho novo\ntô de boa na sucessada\num belo dia eu sabia que ia girar\nmas pode até falar de mim\ntô nem ai\nquanto mais fala meu cavalo anda aqui\n
MC Rodson,Blindado Por Deus,"se você pensa que é melhor que eu usando a força e o colete\nvem aqui bater de frente, sou blindado por deus\nvocês estão pronto pra matar\neu pra luta a favor dos meus\ncada lágrima, tiro, a cada fuga é um suspiro\nnão quero isso pros meus filhos, sua ideologia não me convenceu\nmas o que eu faço se hoje tá tudo errado, se até hoje oprimem quem são mais fracos\na minha família sempre do meu lado\no sistema que determina o vencedor e o derrotado!\neu quero mais que paz\neu quero próspera\nquero dinheiro sim\nsem precisa atrasar\né só viver em paz\nnão se desespera\naprenda a dividir\ne o senhor vai multiplicar\nmais é fato que um favelado\nse sente obrigado com a mão no fuzil de escravo fizeram meu povo e lá de brasília venderam brasil\ne a nossa política é a que mais mata querem acabar com nossa raça um dia meu povo de enche de graça e manda sistema pra puta que pariu\nse você pensa que é melhor que eu usando a força e o colete\nvem aqui bater de frente, sou blindado por deus\nvocês estão pronto pra matar\neu pra luta a favor dos meus\ncada lágrima, tiro, a cada fuga é um suspiro\nnão quero isso pros meus filhos, sua ideologia não me convenceu\n"
MC Rodson,Papo de Bandido,"e desde o tempo da vila o ""c"" já era da vida\ntudo começou, 16 anos de idade\nquantas coisas lá ta séria nós aqui ta à vontade\npapo de bandido, geral ta comigo\nse o motor passa ali o morador fala contigo\no mano responsa, no pique do 12\né bandido de verdade, não mostra a pose\npapo de bandido, sabe como é\ntudo rola normalmente no complexo da maré\npapo de fazer mente, isso é vacilão\nnós aqui trabalha certo, cada um na condição\npapo de bandido, geral ta comigo\nlá no posto, na teixeira e também pãozin e o gordinho\né coisa de momento, muitos tá ligado\nse vê o blindado deixa, se descer\no bagulho é sério, só tranquilidade\npeço a deus que nos proteja lá na rua e lá na laje\nlálá mete bala, morão da rajada\nt.c.cu não acredita, tenta a sorte, bota a cara\no bagulho é sério, o mano sd\na brendo ta no tj, a pontada pros t.c.p\nalemão pensando que ta pesadão\no que vale é a estratégia, se tem um cai um montão\npapo de bandido, geral ta comigo\nse o flecha já ta com o fred os alemão já sai saindo\né o mano gm, o mano pv\npra chegar perto do bode, hoje a bala vai comer\né o mano gordinho, mano beira mar\nos muleke até firme se tentar vai escutar\npapo de bandido, geral ta comigo\nse o homem ta no p.u a tropa tudo ta juntinho\no mano lá na ponte, tudo tranquilão\na venda rolando firme rv tá tranquilão\npapo de bandido, geral ta comigo\npra chegar perto do mano\ntu tá fudido!\n"
MC Rodson,Favela É Lugar de Paz,"e aqui o crime não é o creme\nse tu não deves, não treme\neu tô cansado de caô\ne vacilão aqui não anda\nentão não vem aqui manda\nfavela lugar de paz\nalegria pras crianças\ne da licença autoridade, nós merece a igualdade\ntoda essa falsidade me maaata!\ne na tv só tem maldade\nfalam das comunidades pois bandido de verdade\nrouba de terno e gravata\ne assim o mundo vai se acabando\ne aí criança se revoltando, olha só\nmenor já sabe traficar, matar, roubar, aí não dá\na ganância tá aí\nnego só quer pedir\nquem tem não quer dividir, ohh\nentão para por aí, tá ruim até pra dormir\ne dá vergonha de rezar e coloca deus no meio\ne nego cai no stress\ndiz que faz e acontece na intenção da maldade\ne faz, reage consciente, mata gente inocente\nquando para pra pensar neguin, já é tarde de mais\na solução é a fé nessa vida rigorosa\ne hoje até mc é profissão perigosa\ne as vezes cai na lembrança chega dar um arrepio\nfinado em cima do palco\ne o filme que geral já viu\nentão para pra pensar escuta o papo que eu mando\nnada passa batido, lá em cima tem gente olhando\na gente planta o que colhe\nninguém nasceu pra semente\ne no final de tudo prevera eternamente\ne assim o mundo vai se acabando\ne aí criança se revoltando\nolha só menor já sabe traficar\nmatar, roubar, aí não dá\n"
MC Rodson,Puro Recalcado,"sou cria da favela puro e de verdade \nlevo a vida no blindão e na sagacidade\nnão deixo na reta pra nenhum recalcado\ncomigo o papo é reto em qualquer desenrolado\nsou cria da favela puro e de verdade \nlevo a vida no blindão e na sagacidade\nnão deixo na reta pra nenhum recalcado\ncomigo o papo é reto em qualquer desenrolado\nnão adianta vir tramado\ne nem vem fabricar mancada oh\nque tu tá sendo observado\npra ver se tu é puro recalcado \nmotivo disso é de mim ver forte\nde carro novo no bolso malote\nmulher bonita sempre tive sorte\ne sempre passo com uma no porte\ncordão de ouro sempre no pescoço\nsó pra matar de raiva todo invejoso\ne pra quem torceu pra mim dar mal na vida\ntá me vendo de boa de cabeça erguida\nos de verdade quero do meu lado\nquero distância dos falso, dos recalcado\no tempo é o remédio pra nós descobrir\nse tiver mandado sua máscara vai cair\nna favela hoje tem show é o que diz o povo\nentão eu vou lançar aquele traje novo\nsabe que tu nunca vai me levar forjado\ncomigo o papo é reto em qualquer desenrolado \nnão adianta vir tramado\ne nem vem fabricar mancada oh\nque tu tá sendo observado\npra ver se tu é puro recalcado\nnão adianta vir tramado\ne nem vem fabricar mancada oh\nque tu tá sendo observado\npra ver se tu é puro recalcado\n"
MC Rodson,"Mas Pode Até Falar de Mim, Tô Nem Aí",mas só que a mina é muito linda\ne logo assim cheio de malote sentada perto de mim\ntô de boa na sucessada\num belo dia eu sabia que ia girar\nmas pode até falar de mim\ntô nem ai\nquanto mais fala meu cavalo anda aqui\nmó parada na sucessada\num belo dia eu sabia que ia girar\nmas só que a mente é talentosa\ne logo assim cheio de malote sentada perto de mim\ne tô de boa na sucessada\num belo dia sabia que ia girar\nmas a bagaça tá no bolso e tá gostoso\ntô marolando curtindo um bagulho novo\ntô de boa na sucessada\num belo dia eu sabia que ia girar\nmas pode até falar de mim\ntô nem ai\nquanto mais fala meu cavalo anda aqui\nmas só que a mina é muito linda\ne logo assim cheia de malote sentada perto de mim\ntô de boa na sucessada\num belo dia eu sabia que ia girar\nmas pode até falar de mim\ntô nem ai\nquanto mais fala meu cavalo anda aqui\ne mó parada na sucessada\num belo dia eu sabia que ia girar\nmas só que a mente é talentosa\ne logo assim cheia de malote sentada perto de mim\ne tô de boa na sucessada um belo dia sabia que ia girar\nmas a bagaça tá no bolso e tá gostoso\ntô marolando curtindo bagulho novo\ntô de boa na sucessada\num belo dia eu sabia que ia girar\nmas pode até falar de mim\ntô nem ai\nquanto mais fala meu cavalo anda aqui\n
MC Rodson,Tudo Monitorado,"e traz o bodo e traz o lança\nmas preste atenção: use longe das crianças pra não ter complicação\ne traz o bodo e trás o lança mas preste atenção\nmas o bagulho tá monitorado, o que se passa vai sair no rádio\nmas o bagulho tá monitorado, o que se passa vai sair no rádio\npassou cracudo na televisão, a mídia que prejudica os irmão\nmas nessa vida nunca vou se abala\nno que pode acontece o no que pode rolar\na vida passa não cai na ilusão\nquem vê sorriso o crime não é bombom\nse fala mal é sinal que nóis é bom porque se nóis não fosse nada\nnego não falava não\npra tá na alta tem que tá ligado, pra não pisa em lugar errado\naté então bagulho aqui tem divisão\nnóis daqui tudo vermelho e do outro lado os alemão\nde vez em quando nóis vai de role\naté de moto carro bicho a pé\ne na bocada mano é tudo de vagar\nnão precisa nóis te pressa que o bagulho vai andar\nmenor tampinha fica tranquilão\no baratão tá sempre no plantão\ne o da onda meno inteligente\ngraças a deus morado tá contente\naqui na alta mano é tudo de vagar não precisa\nnóis ter pressa que tudo vai sempre andar\no baratão tá sempre no plantão\na boca rola toda hora então\ne na virada sem querendo me gaba vou chama hoje\nhoje eu vou zoar\npá pá pá pá pá pa nóis tá aqui não é à toa\ndefendendo a favela as crianças tá de boa\ne pá pá pá pá pá... se brota você se complica\ntu tá ligado nóis aqui é tudo cria\ne traz o bodo e traz o lança\nmas preste atenção: use longe das crianças pra não ter complicação\ne traz o bodo e traz o lança\nmas preste atenção: use longe das crianças pra não ter complicação\nmas o babão já tá monitorado\ne o suel meno já tá no rádio\ne o jorjão fica de lazer\nsem querendo se gabar eu vou chamar uma pra foder\no mano lé menor inteligente\ne o jorjão fica de lazer sem querendo se gabar vou chama uma pra foder\npá pá pá pá pá pá nóis tá aqui não é à toa\ndefendendo a favela as crianças tá de boa\ne pá pá pá pá pá pá se brota você se complica\ntu tá ligado nóis aqui é tudo cria\ne traz o bodo e traz o lança\nmas preste atenção: use longe das crianças pra não ter complicação\ne traz o bodo e traz o lança\nmas preste atenção: use longe das crianças pra não ter complicação\n"
MC Dede,Vida de Rei (part. MC Alê),"sabe os muleque que é zica\ne aqueles do kit, do kit, do kit\né o dede e o alê, e o dj rd\nquinta feira nóis tem baile\nnóis atraca no mó chave\nos kit é lançamento\né que os menor é novidade\nsexta feira sem massagem\nai alê, traz os meus traje\ncalma meu mano 2d\nquer kit, nóis tem de balde\nela joga, ela se emociona\ne o barraco, cheio de lacoste\na oakley nóis tem de monte\nmeu guarda roupa tá forte\nmas eu sofri nessa vida\nhoje eu varro sp\neu faço show pra caralho\nquem tá é o mano 2d\ne de x6 eu passei\nela pousada, eu nem olhei\né que eu já passei por lá\nno mesmo lugar que ela se encontra\neu já me encontrei na deprê\njamais eu estarei\ne daqui em diante, vida de rei\ne de x6 eu passei\nela pousada, eu nem olhei\né que eu já passei por lá\nno mesmo lugar que ela se encontra\neu já me encontrei na deprê\njamais eu estarei\ne daqui em diante, vida de rei\ne daqui em diante, vida de rei\ne daqui em diante, é o dede e o alê\nquinta feira nóis tem baile\nnóis atraca no mó chave\nos kit é lançamento\né que os menor é novidade\nsexta feira sem massagem\nei 2d, traz lá meus traje\ncalma meu mano alê\nquer kit, nóis tem de balde\nela joga, ela se emociona\ne o barraco, cheio de lacoste\na oakley nóis tem de monte\nmeu guarda roupa tá forte\nmas eu sofri nessa vida\nhoje eu varro sp\neu faço show pra caralho\nquem tá é o mano alê\ne de x6 eu passei\nela pousada, eu nem olhei\né que eu já passei por lá\nno mesmo lugar que ela se encontra\neu já me encontrei na deprê\njamais eu estarei\ne daqui em diante, vida de rei\ne de x6 eu passei\nela pousada, eu nem olhei\né que eu já passei por lá\nno mesmo lugar que ela se encontra\neu já me encontrei na deprê\njamais eu estarei\ne daqui em diante, vida de rei\ne daqui em diante, vida de rei\ne daqui em diante rd, vida de rei\n"
